num_tasks,std_duration,total_workload,workload_density,density_x_tasks,arrival_spread,duration_range_ratio,workload_x_density,density_x_tightness,best_tq
9,1.7069212773041351,50,1.2328764083318444,11.0958876749866,19,1.0799980560034994,61.64382041659222,0.16888713758013654,3
6,1.4907119849998596,44,1.1046022331542509,6.627613398925505,16,0.5454538016539069,48.60249825878704,0.20335768224822634,2
9,2.8974232912011773,61,1.7539931058805764,15.785937952925188,21,1.180326127387681,106.99357945871516,0.34183242394184343,3
6,2.6718699236469,19,0.6368712949034766,3.82122776942086,17,2.5263078116595423,12.100554603166055,0.0676008410453385,1
6,1.6749792701868151,25,0.7853400674324396,4.712040404594637,19,1.199997120006912,19.633501685810987,0.1027931702524648,3
6,2.544056253745625,31,0.8815163370095724,5.289098022057434,15,1.3548360874140244,27.327006447296746,0.12951184206912902,2
5,1.9595917942265424,28,0.7650271133805701,3.8251355669028504,4,1.071426658166682,21.420759174655963,0.11705329684148151,1
5,1.6,36,1.3846148520712107,6.923074260356054,21,0.6944434799396112,49.84613467456359,0.3834316577152362,3
7,2.9137254363387344,30,0.8015265034089494,5.610685523862646,18,1.8666623111212743,24.04579510226848,0.09177781938099665,1
10,1.9078784028338913,64,1.6886539080068843,16.886539080068843,23,1.0937482910182952,108.0738501124406,0.2851552021026923,2
8,2.0615528128088303,52,1.3820594333396854,11.056475466717483,19,0.9230755029607647,71.86709053366364,0.23876103466040155,3
8,1.653594569415369,43,1.1428568391078167,9.142854712862533,18,0.7441846619820243,49.14284408163611,0.16326521933693874,2
4,1.0897247358851685,19,0.4810125364525224,1.9240501458100896,14,0.6315776177313311,9.139238192597926,0.0578432650561223,0
9,2.2986845406196887,47,1.5608850904809664,14.047965814328697,12,1.3404229651475137,73.36159925260542,0.2707069184095305,2
6,2.6718699236468995,31,0.7654319097698987,4.592591458619392,23,1.3548360874140244,23.72838920286686,0.09764766808233241,3
6,1.7716909687891083,29,0.9405402355004642,5.6432414130027855,18,1.0344806183159623,27.27566682951346,0.14743598909921143,2
5,2.4166091947189146,27,0.6683166662582509,3.341583331291255,10,1.296293895752045,18.044549988972776,0.08932943327970848,3
4,3.112474899497183,21,1.2537305947877047,5.014922379150819,18,1.5238066213207213,26.328342490541797,0.39296010107668294,0
8,2.5,52,1.8654701827909659,14.923761462327727,21,1.2307673372810197,97.00444950513022,0.43499737536026994,3
10,3.280243893371345,42,1.5272721719010285,15.272721719010285,22,2.1428520408284744,64.1454312198432,0.23325602870632847,1
10,2.4576411454889016,64,2.0779214032722715,20.779214032722713,19,1.0937482910182952,132.98696980942537,0.4317757358177006,3
5,1.9390719429665317,29,0.838150046777443,4.190750233887215,14,1.0344809750328017,24.306351356545846,0.14049910018260597,0
4,3.832427429188973,23,0.5082871804890209,2.0331487219560835,17,1.5652146691918798,11.69060515124748,0.06458896446236963,0
6,3.5,33,0.7795273749147932,4.677164249488759,18,1.6363606611624344,25.724403372188174,0.10127715470692476,3
7,1.5518257844571737,27,0.818181570248009,5.727270991736063,14,1.2962929355368338,22.090902396696244,0.09563158312764251,3
7,2.1189138534559038,23,0.8131310256607486,5.69191717962524,16,2.1304282986964824,18.702013590197218,0.09445458069887157,0
6,1.9720265943665387,34,1.3246748085682563,7.9480488514095375,14,0.8823513840857928,45.038943491320715,0.2924605580758911,2
7,1.5518257844571737,55,1.5098035071127625,10.568624549789337,13,0.5090902611578495,83.03919289120194,0.3256438042985711,3
6,1.5275252316519468,24,0.6233764614606593,3.7402587687639555,14,1.2499968750078125,14.961035075055822,0.06476636878386881,1
10,2.570992026436488,43,1.3230765159764566,13.230765159764566,22,1.627903190922812,56.89229018698764,0.17505314671283986,1
7,2.5872528966106905,41,1.456852274214928,10.197965919504496,23,1.1951199107708843,59.730943242812046,0.3032026498407439,0
4,2.0615528128088303,14,0.3888887808642275,1.55555512345691,20,1.4285673469504372,5.444442932099185,0.03780862097051629,0
8,2.598076211353316,44,1.089783011818449,8.718264094547592,15,1.6363606611624344,47.95045252001176,0.14845337660601124,3
6,2.9297326385411577,33,0.6757677797062567,4.0546066782375405,11,1.4545428099221638,22.30033673030647,0.07611034868152064,0
5,1.7204650534085253,31,0.7013573073852245,3.5067865369261226,18,0.8064503121769159,21.74207652894196,0.09838041452453045,1
7,1.1605769149479943,26,0.6920150249389667,4.844105174572767,23,0.8076901331419492,17.992390648413135,0.0684121135344684,3
7,1.5907898179514348,32,0.8749997607422529,6.1249983251957705,22,1.0937476074271089,27.999992343752094,0.1093749401855714,3
7,2.185294077254051,47,1.5231476545354823,10.662033581748377,14,0.7446797419663418,71.58793976316767,0.33142553964527727,3
6,2.4094720491334933,23,0.5267174366295947,3.160304619777568,12,1.826082192829062,12.114501042480677,0.04623854300827518,1
7,2.762725657973388,33,1.5608100725898306,10.925670508128814,13,1.4848453351765618,51.50673239546441,0.3480182975282675,2
8,2.5495097567963922,40,1.37339008638967,10.98712069111736,22,1.3999972000056,54.9356034555868,0.23577504117417813,0
5,2.3151673805580453,24,1.4814805669873043,7.407402834936522,11,1.4583302951452186,35.5555336076953,0.43895693407220493,1
5,2.4819347291981715,24,0.5882351499423653,2.9411757497118263,20,1.4583302951452186,14.117643598616766,0.06920411832554338,2
6,2.544056253745625,29,0.632727134677716,3.796362808066296,12,1.6551689893055397,18.349086905653763,0.06672393782624542,0
4,1.4142135623730951,20,0.5228756802939397,2.091502721175759,8,0.7999984000032001,10.457513605878795,0.06834974426071257,2
4,3.418698582794336,21,1.1830979250152536,4.732391700061014,13,1.5238066213207213,24.845056425320326,0.34993017504384966,3
9,2.601044424604361,53,1.5191078448417006,13.671970603575305,23,1.5282992915672406,80.51271577661014,0.25640984936217737,3
10,2.5865034312755126,61,1.8827154682976948,18.827154682976946,21,1.1475391023949142,114.84564356615938,0.3544617534567408,0
9,2.7125679146074897,50,1.3473050261752921,12.125745235577629,16,1.2599977320040825,67.36525130876461,0.20169231483968939,3
4,1.8708286933869707,20,0.7619044716554394,3.0476178866217576,20,0.9999980000040001,15.238089433108788,0.14512460598213855,1
10,1.6155494421403511,67,2.0743027633737574,20.743027633737576,17,0.7462675428842643,138.97828514604174,0.43027319541400066,3
4,1.6393596310755,23,0.7419352445370179,2.9677409781480715,19,0.6956509640852799,17.06451062435141,0.13761697677155113,1
7,1.5907898179514348,46,0.8821916116344853,6.175341281441398,18,0.7608684073741627,40.58081413518632,0.11118029137689295,2
5,1.9390719429665317,24,0.7317070939917396,3.6585354699586983,21,1.041664496532299,17.56097025580175,0.10707905427956729,2
7,2.249716535431946,33,1.105262787711028,7.736839513977196,11,1.696966097344642,36.47367199446392,0.17451511855696472,3
7,1.8294640678379568,47,1.1463411838192235,8.024388286734563,17,0.8936156903596101,53.8780356395035,0.1877283013885798,2
4,0.82915619758885,27,0.5217390296156464,2.0869561184625858,11,0.2962958573394706,14.086953799622455,0.0680529037560691,3
7,2.166535841157586,48,1.1999997000000748,8.399997900000525,15,0.8749987239601943,57.59998560000359,0.20571418285718135,2
7,2.4411439272335804,46,1.0222219950617788,7.155553965432452,20,1.0652157703238279,47.02221177284183,0.1492768295982976,3
7,2.9965967090575756,41,1.2264953595954051,8.585467517167835,17,1.5365827424197083,50.28630974341161,0.21489869530129457,1
9,1.892154040658489,50,1.3931884662942353,12.538696196648118,17,1.0799980560034994,69.65942331471176,0.21566378917947596,3
4,3.2015621187164243,22,0.5827813025744893,2.3311252102979574,23,1.4545428099221638,12.821188656638766,0.08490851165760463,1
4,3.5355339059327378,28,1.577463900020338,6.309855600081352,20,1.2857124489822158,44.16898920056947,0.6220980889668438,0
4,2.5860201081971503,21,0.575342308125395,2.30136923250158,12,1.3333307936556311,12.082188470633294,0.08275469287976424,0
10,2.227105745132009,68,1.6545008139900694,16.545008139900695,23,1.0294102508672782,112.50605535132472,0.2737372943493802,3
10,2.009975124224178,64,2.1262451407823453,21.262451407823452,23,1.0937482910182952,136.0796890100701,0.4520918398700535,3
4,2.449489742783178,20,0.7766987274956398,3.1067949099825594,17,1.1999976000048,15.533974549912797,0.15081522832333655,0
6,2.581988897471611,30,0.9278347645871861,5.567008587523116,19,1.3999972000056,27.835042937615583,0.14347955839609317,2
7,1.4846149779161806,19,0.521568484275318,3.650979389927226,19,1.8420984764792971,9.909801201231042,0.03886195482703609,1
4,2.345207879911715,28,0.4786323968149749,1.9145295872598995,16,0.8571416326548106,13.401707110819297,0.05727224282021189,0
10,2.0223748416156684,41,1.433565932319604,14.33565932319604,19,1.707312908992905,58.776203225103764,0.20551112823073753,3
7,2.8499910490371434,29,1.0149996447501244,7.10499751325087,15,1.9310298216521546,29.434989697753608,0.1471748969775541,2
6,2.160246899469287,36,0.7035829243811874,4.221497546287124,20,0.9999983333361112,25.328985277722747,0.08250482191346395,3
6,2.6246692913372702,28,0.7304345920605411,4.382607552363247,22,1.7142820408241983,20.45216857769515,0.08892244887977485,3
5,2.756809750418044,25,0.5186720915618067,2.5933604578090335,15,1.5999968000064002,12.966802289045168,0.053804147713019834,3
8,2.29128784747792,32,1.0118573875549763,8.09485910043981,19,1.499996250009375,32.37943640175924,0.1279819215936977,3
8,2.341874249399399,45,1.2328763745544178,9.863010996435342,20,1.4222196938316556,55.4794368549488,0.18999801936680563,3
6,2.23606797749979,36,1.1550798432898899,6.930479059739339,11,0.9999983333361112,41.58287435843604,0.22236824072909941,3
10,2.33238075793812,66,1.7886174014586986,17.886174014586985,17,1.0606044536296158,118.04874849627411,0.3199152208800867,2
6,2.160246899469287,30,0.7563023303439503,4.537813982063702,12,1.1999976000048,22.68906991031851,0.09533220248061496,2
8,3.07967124868873,51,0.8553457684954685,6.842766147963748,21,1.4117624913529547,43.622634193268894,0.09145204796038794,1
6,2.3804761428476167,30,0.6870227434299061,4.122136460579437,23,1.3999972000056,20.61068230289718,0.07866670833165909,2
8,2.9553976043842223,43,0.9690138661377202,7.752110929101762,15,1.3023231584685424,41.66759624392197,0.11737348409589644,2
4,2.947456530637899,21,0.5185183904892863,2.074073561957145,12,1.3333307936556311,10.888886200275012,0.0672153303189,0
6,1.707825127659933,39,1.1249996754808629,6.749998052885177,19,0.7692295858006373,43.87498734375365,0.21093737830534112,2
9,2.3306863292670035,55,2.142856307978062,19.285706771802555,21,0.9818165752092407,117.8570969387934,0.5102036840712633,3
10,2.5317977802344322,53,2.3660703722900127,23.660703722900127,16,1.3207522249958021,125.40172973137068,0.55982890066286,2
8,1.8328597873268975,57,1.1399997720000454,9.119998176000363,17,0.7017534010478582,64.9799870040026,0.16244993502001945,3
6,1.247219128924647,34,0.9272724743802342,5.563634846281405,17,0.7058811072686343,31.527264128927964,0.14330570695720704,0
4,1.8708286933869707,32,0.5059287737662017,2.023715095064807,17,0.6249992187509766,16.189720760518455,0.06399098103114313,0
10,1.9209372712298547,61,1.4734295957899526,14.734295957899526,18,0.9836049449099264,89.87920534318711,0.21709947737497431,2
10,2.794637722496424,57,1.6964280665392657,16.964280665392657,19,1.4035063096380533,96.69639979273815,0.28778681849421517,3
5,2.0591260281974,28,0.6034481458085893,3.0172407290429466,19,1.071426658166682,16.8965480826405,0.07282993293596488,3
4,2.277608394786075,19,0.49999986842108723,1.999999473684349,7,1.0526293628855519,9.499997500000658,0.06249996710527614,0
7,3.226168511610347,27,0.9356432401236296,6.549502680865407,15,2.333327283966301,25.262367483338,0.1250611818270063,1
7,1.6659862556700857,47,1.5970868359413666,11.179607851589566,16,0.7446797419663418,75.06308128924422,0.3643837659338865,3
6,2.362907813126304,27,0.8950273276152505,5.3701639656915034,7,1.555552098773114,24.165737845611762,0.13351231952968284,3
8,2.368411915187052,47,1.3286215325451496,10.628972260361197,18,1.1914873336385812,62.44521202962203,0.22065439709282775,2
5,2.785677655436824,29,1.812498867188208,9.06249433594104,14,1.206894470871602,52.56246714845803,0.6570304287117075,0
7,2.747912008810192,34,1.0438593286396798,7.307015300477758,17,1.6470554325329332,35.491217173749114,0.155663185426869,2
6,2.357022603955158,32,0.7710841515459875,4.626504909275925,22,1.3124975390671143,24.6746928494716,0.0990951281275659,2
5,2.4819347291981715,31,0.7487920896637464,3.7439604483187323,10,1.1290304370476822,23.21255477957614,0.11213791870860003,0
10,2.2113344387495983,51,1.3672918586348903,13.672918586348903,21,1.3725463283405328,69.73188479037941,0.1869487026689253,3
8,2.345207879911715,52,1.2530117462622297,10.024093970097837,17,1.076921420120892,65.15661080563595,0.19625480453389027,2
4,2.449489742783178,28,0.8057551638114636,3.2230206552458545,17,0.8571416326548106,22.56114458672098,0.16231034600220964,0
4,3.2691742076555053,25,0.6211178581073644,2.4844714324294577,15,1.1199982080028672,15.52794645268411,0.09644684841497002,0
8,2.179449471770337,56,1.329376539020406,10.635012312163248,18,0.8571416326548106,74.44508618514274,0.2209052478122341,3
5,1.0954451150103321,25,0.9057967732620387,4.528983866310194,19,0.5999988000024,22.644919331550966,0.1640935588903842,3
4,2.0615528128088303,26,1.4647879071617425,5.85915162864697,10,0.7692295858006373,38.084485586205304,0.5364009032418193,0
7,3.0639443699324596,32,0.8452827955856766,5.916979569099737,13,1.7499961718833743,27.049049458741653,0.10207185778759097,1
6,1.8856180831641267,34,0.94883694451062,5.69302166706372,18,0.8823513840857928,32.26045611336108,0.1500485912113749,3
6,3.435921354681384,31,1.4645662372128012,8.787397423276808,12,1.74193211238946,45.40155335359684,0.3574923771972772,2
7,2.747912008810192,34,0.9794235861742755,6.855965103219928,17,1.85293736159955,33.300401929925364,0.1370386515934969,0
4,2.1213203435596424,12,0.4102562699978564,1.6410250799914257,5,1.6666611111296294,4.923075239974277,0.042077551768138516,0
9,2.3778816176702997,44,1.0179946230860768,9.161951607774691,20,1.431815253105164,44.79176341578738,0.11514589473690709,3
6,2.692582403567252,33,0.7888444329455537,4.733066597673322,17,1.2727249586818934,26.031866287203272,0.1037125898981987,3
6,2.4324199198877374,33,0.9428568734694647,5.657141240816788,18,1.2727249586818934,31.114276824492336,0.1481631806414357,0
9,3.1426968052735442,46,1.2897192645646922,11.60747338108223,16,1.5652143289284872,59.32708616997584,0.1848195312654767,3
7,2.864276807966203,44,1.1937981257136867,8.356586879995806,14,1.2727252479371056,52.52711753140221,0.20359342356535876,0
5,2.1540659228538015,28,1.2499994419645348,6.249997209822674,23,1.071426658166682,34.999984375006974,0.3124997209823297,3
6,2.362907813126304,27,0.7902436711481938,4.741462026889163,16,1.555552098773114,21.336579121001233,0.10408084329829578,2
6,2.1147629234082532,29,1.0419157933236671,6.251494759942003,19,1.2413767419791546,30.215558006386345,0.1809314200628811,1
9,1.9688939051854835,53,1.299727201701776,11.697544815315984,22,1.1886772267745205,68.88554169019413,0.18769897764928103,1
5,2.4,21,0.6521737105050587,3.2608685525252934,9,1.428568027218983,13.695647920606232,0.08506610973478722,0
9,2.1314806770278754,62,1.3478257939509142,12.130432145558228,22,0.8709664776293067,83.56519922495667,0.2018482634266014,3
7,1.8405855323893037,25,0.8883245574481268,6.2182719021368875,21,1.679995296013171,22.20811393620317,0.11273150276648719,0
5,2.65329983228432,32,1.1267601666337441,5.633800833168721,7,1.0937482910182952,36.05632533227981,0.2539176946225006,1
5,1.4142135623730951,20,0.4975123140516631,2.4875615702583156,20,0.9999975000062501,9.950246281033262,0.04950370052660813,3
7,2.312344865176949,37,0.8018574113621708,5.6130018795351955,21,1.3243218188506132,29.66872422040032,0.09185361545092023,2
4,1.5811388300841898,20,0.47619036281181837,1.9047614512472735,21,0.7999984000032001,9.523807256236367,0.056689315408712804,0
10,2.118962010041709,61,1.5249996187500952,15.249996187500951,18,1.1475391023949142,93.0249767437558,0.23256238371879354,3
7,2.8284271247461903,49,1.0652171597353999,7.456520118147799,18,1.2857124489822158,52.195640827034595,0.16209822819925035,0
6,1.8856180831641267,40,1.1111108024692213,6.666664814815328,8,0.7499988750016875,44.44443209876886,0.20576120256063285,3
8,2.9553976043842223,43,1.4333328555557148,11.466662844445718,9,1.3023231584685424,61.633312788895736,0.25680538435193745,2
4,2.384848003542364,19,0.42458091070817633,1.6983236428327053,19,1.2631552354626623,8.06703730345535,0.0450672374344461,0
6,2.5603819159562025,26,0.8715080877626522,5.229048526575913,20,1.8461495858086485,22.65921028182896,0.12658772450595246,0
9,2.096440251568134,56,1.5226581962560795,13.703923766304715,23,1.1249981919671916,85.26885899034045,0.25760977584731304,3
5,1.469693845669907,29,1.5934057179089463,7.967028589544731,18,0.6896539833552012,46.20876581935944,0.5077883563729848,0
8,1.8708286933869707,44,1.3134324437515092,10.507459550012074,23,1.090907107441623,57.791027525066404,0.21563809803738268,3
4,1.5,26,0.6117645619377501,2.4470582477510003,9,0.6153836686405099,15.905878610381503,0.09356396981072182,0
9,1.563471919941143,51,1.1709180985137018,10.538262886623317,19,0.8823513840857928,59.71682302419879,0.15233879926966035,3
6,3.1446603773522015,22,0.795180435476951,4.771082612861706,17,2.181812231421187,17.493969580492923,0.10538532082755225,0
4,2.165063509461097,27,0.7605631660385447,3.0422526641541787,6,0.7407396433486766,20.535205483040706,0.14461408238364373,2
5,2.2271057451320084,29,0.7474224877777094,3.7371124388885466,10,1.0344809750328017,21.67525214555357,0.111728075047164,3
7,2.849991049037143,43,1.1803918328336143,8.2627428298353,19,1.3023234613339,50.756848811845416,0.1990464112886142,2
10,1.8466185312619388,43,1.2250708760481832,12.250708760481832,21,1.3953455922195532,52.67804767007188,0.1500798651341463,3
9,2.5141574442188355,53,0.9999998113207903,8.999998301887112,21,1.0188661943781605,52.99999000000189,0.1111110691824018,3
4,2.692582403567252,18,0.4585986092742396,1.8343944370969585,16,1.555552098773114,8.254774966936314,0.052578171107066675,0
5,2.2271057451320084,31,0.9935894251315945,4.967947125657973,7,0.967740374612299,30.80127217907943,0.1974439891466665,2
9,2.0,57,1.1985978787995113,10.787380909195601,21,1.105261412745138,68.32007909157214,0.1596263194514098,2
6,2.5440562537456244,25,0.7499997750000674,4.499998650000404,10,1.4399965440082945,18.749994375001684,0.0937499437500253,0
8,2.6457513110645907,48,1.018567423115666,8.148539384925328,14,0.9999983333361112,48.89123630955197,0.12968494942906103,2
5,1.8973665961010275,25,0.5656107317622778,2.828053658811389,20,0.9999980000040001,14.140268294056945,0.06398309997693187,0
7,2.4159335036125373,34,1.149758065299205,8.048306457094435,17,1.6470554325329332,39.09177422017297,0.18884908696008154,0
7,1.749635530559413,33,1.0405402124422753,7.283781487095927,15,1.2727245730084815,34.337827010595085,0.15467484767277365,2
6,2.733536577809454,31,0.9637302703429211,5.782381622057526,15,1.5483840999017422,29.875638380630555,0.15479600566253998,0
7,2.449489742783178,35,1.0745610735996705,7.521927515197693,20,1.5999968000064002,37.609637575988465,0.16495450012795373,3
4,1.920286436967152,27,0.9310341617123581,3.7241366468494324,17,0.7407396433486766,25.137922366233667,0.21670615256885833,3
10,2.5768197453450252,56,1.1991432121749008,11.991432121749009,20,1.249997767861129,67.15201988179444,0.14379444433051392,2
4,2.7726341266023544,21,0.515337296849743,2.061349187398972,15,1.1428549659905411,10.822083233844603,0.06639313238110005,0
6,1.707825127659933,45,1.5428566138777324,9.257139683266395,18,0.666665777778963,69.42854762449797,0.39673442183104374,2
9,2.4845199749997664,43,1.316326127655267,11.846935148897401,23,1.4651132125537414,56.602023489176474,0.19252383048310115,0
10,2.3853720883753127,49,1.627906435911483,16.27906435911483,22,1.2244872969647,79.76741535966266,0.26500793640820275,2
10,2.8,46,1.2921344685015537,12.921344685015537,14,1.9565174858315528,59.43818555107147,0.16696114846897922,2
7,2.5071326821120348,35,1.7883202541429357,12.518241779000551,18,1.1999976000048,62.59120889500275,0.45686990448255055,2
6,2.91070819942883,37,0.8987852067728243,5.392711240636945,17,1.459457092772282,33.2550526505945,0.13463580798561142,2
4,2.0615528128088303,22,0.5301203541878664,2.1204814167514656,18,0.9090892562013524,11.662647792133061,0.07025689748106723,0
4,0.82915619758885,13,0.5714283202512878,2.285713281005151,12,0.6153827218993172,7.428568163266741,0.08163258129630208,0
4,2.29128784747792,30,0.6282721197335874,2.5130884789343497,13,0.7999989333347556,18.848163592007623,0.0986814641086338,2
6,3.0912061651652345,32,0.9999996875000976,5.999998125000586,13,1.4999971875052736,31.999990000003123,0.1666665625000488,1
5,2.0591260281974,17,0.43814421697313993,2.1907210848656997,11,1.764700692056788,7.448451688543379,0.03839407097340119,0
5,2.039607805437114,16,0.7920788158025664,3.9603940790128322,9,1.8749941406433104,12.673261052841063,0.12547777008863922,2
