num_tasks,std_duration,total_workload,workload_density,density_x_tasks,arrival_spread,duration_range_ratio,workload_x_density,density_x_tightness,best_algo
10,2.792848008753788,60,1.2793174244525747,12.793174244525748,22,1.333331111114815,76.75904546715448,0.1636653072507969,2
5,1.854723699099141,18,0.6428569132653881,3.21428456632694,18,1.388885030874914,11.571424438776985,0.08265300218662054,2
4,2.449489742783178,28,1.777776649030699,7.111106596122796,16,0.8571416326548106,49.77774617285957,0.7901224534597052,0
9,2.5385910352879693,51,1.3381920686959585,12.043728618263627,19,1.4117622145372686,68.24779550349389,0.1989731125245299,2
5,2.4166091947189146,23,1.0454540702481498,5.227270351240749,18,1.52173582231343,24.04544361570745,0.21859484259968467,2
7,2.166535841157586,50,1.090342441358346,7.632397089508422,21,0.9799986280019208,54.5171220679173,0.16983523420389693,2
4,0.82915619758885,29,0.6373624972829676,2.5494499891318703,16,0.2758616884666366,18.483512421206058,0.10155773823569521,0
8,2.1065374432940898,54,1.6059474777851366,12.847579822281093,19,0.7407396433486766,86.72116380039738,0.3223834126755552,2
8,1.2686114456365274,71,1.5227878771500531,12.182303017200425,20,0.45070371751693805,108.11793927765378,0.28986036484939565,0
6,1.8929694486000912,39,0.9873415221920196,5.924049133152118,16,0.7692295858006373,38.506319365488764,0.16247388024074239,0
10,2.0976176963403033,40,1.0723857714783454,10.723857714783453,18,1.499996250009375,42.89543085913381,0.1150011242869206,1
4,2.179449471770337,18,0.7272724334252795,2.909089733701118,11,1.3333303703769548,13.090903801655031,0.13223129810508188,0
9,2.4241582476968255,44,1.3469383631821337,12.122445268639202,11,1.431815253105164,59.26528798001388,0.20158255046797396,2
10,2.4,62,1.6020667694917905,16.020667694917904,19,1.1290304370476822,99.32813970849101,0.2566617933909862,0
4,2.8722813232690143,30,1.2121207223754658,4.848482889501863,16,0.9333320888905482,36.36362167126397,0.36730916140300524,0
8,2.4462982238476156,51,1.658536046004538,13.268288368036304,18,1.0980374932745205,84.58533834623144,0.3438427269870459,0
5,2.2271057451320084,36,1.0526312711604469,5.263156355802234,18,0.8333321759275335,37.89472576177609,0.22160651860497163,0
6,2.544056253745625,43,1.1889397634267935,7.133638580560762,22,0.9767428231495491,51.124409827352125,0.23559629350955996,0
7,1.979486637221574,40,1.4973256427123263,10.481279498986284,17,1.0499981625032158,59.89302570849305,0.3202834400462687,2
9,1.9116278371205837,62,1.44559551786633,13.01035966079697,20,0.8709664776293067,89.62692210771246,0.23219404458613588,1
10,2.570992026436488,37,1.3602936175391112,13.602936175391111,21,2.1621563184964363,50.33086384894711,0.1850398725917642,0
8,2.5,36,0.9201275603507832,7.361020482806266,20,1.7777738271692731,33.1245921726282,0.10582934091463553,2
9,2.469567863432541,28,0.6942147039137097,6.247932335223387,22,2.5714203061490157,19.43801170958387,0.053548228347777733,2
5,1.624807680927192,18,0.49999986111114963,2.499999305555748,15,1.1111080246999314,8.999997500000694,0.04999997222223379,0
8,2.4462982238476156,37,1.1935480020812896,9.548384016650317,18,1.5135102410589383,44.16127607700771,0.17806960415902978,0
4,2.384848003542364,29,0.7388533149418305,2.955413259767322,18,0.8275850653999098,21.426746133313085,0.13647605525013293,0
5,3.1368774282716245,32,1.0596022981449345,5.298011490724672,15,1.4062478027378083,33.9072735406379,0.22455140604680532,2
8,2.6427968139832467,59,1.3258423986871013,10.60673918949681,21,1.220337328356165,78.22470152253898,0.21973225826954582,2
9,2.8674417556808756,51,1.4571424408164453,13.114281967348008,21,1.588232491354427,74.31426448163872,0.23591823253650088,2
7,2.231499907401901,29,1.0855610909664366,7.5989276367650564,19,1.6896510939456353,31.481271638026662,0.16834898317432,2
8,2.9973947020704497,45,1.6589855635076263,13.27188450806101,15,1.4222196938316556,74.65435035784319,0.3440291374908395,2
4,1.920286436967152,19,0.32758615041618094,1.3103446016647238,19,1.0526293628855519,6.224136857907438,0.02682817148612318,0
4,1.299038105676658,29,0.7733331271111661,3.0933325084446643,16,0.4137925326999549,22.426660686223816,0.14951103137188373,0
7,2.602981022612657,33,0.8191487328354209,5.734041129847946,21,1.4848453351765618,27.031908183568888,0.09585780664369654,2
7,3.0438965360946453,36,1.0956518404537876,7.669562883176513,20,1.7499965972288387,39.44346625633635,0.17149327935568176,2
7,2.7994168488950604,27,1.4765616925053244,10.335931847537271,23,2.074068696858934,39.867165697643756,0.31146206168202695,0
5,1.16619037896906,36,1.7647050173014622,8.823525086507312,15,0.41666608796376675,63.52938062285264,0.6228367596177908,0
8,2.595067436503337,51,1.035532784663394,8.284262277307151,20,1.2548999923137376,52.81217201783309,0.13404101851409037,2
4,3.112474899497183,15,0.4444443127572406,1.7777772510289624,17,2.1333276444596145,6.666664691358609,0.04938268678556398,0
5,2.0976176963403033,30,1.013513171110415,5.0675658555520755,6,0.8333319444467593,30.405395133312453,0.20544178960285792,0
9,2.960647243216495,46,1.5054540527604918,13.549086474844426,23,1.5652143289284872,69.25088642698262,0.2518213227747766,0
5,1.32664991614216,39,0.8628316675151176,4.314158337575588,10,0.5128198553591599,33.650435033089586,0.1488956972933837,2
10,2.04939015319192,50,2.0325194989758133,20.32519498975813,22,1.5999968000064002,101.62597494879067,0.4131135513716891,2
4,2.48746859276655,23,0.6666664734300076,2.6666658937200305,17,1.0434764461279198,15.333328888890176,0.11111104669890076,0
4,2.165063509461097,23,0.6917291152694389,2.7669164610777557,15,1.0434764461279198,15.909769651197095,0.11962229222786018,0
8,2.3979157616563596,28,1.0135742937287624,8.1085943498301,20,1.7142808163405248,28.380080224405347,0.12841660611346994,0
8,3.2185982973959333,55,1.5942024364630618,12.753619491704494,20,1.3090890049614474,87.6811340054684,0.3176851760530953,2
4,1.299038105676658,21,0.7179484724962487,2.871793889984995,22,0.5714274829952706,15.076917922421224,0.12886250228992419,0
7,3.116774889895918,42,1.2049176871137783,8.43442380979645,20,1.4999975000041668,50.60654285877869,0.207403804674231,0
6,3.34995854037363,34,1.3972596997562878,8.383558198537727,14,1.588232491354427,47.506829791713784,0.325389111427172,2
6,2.4094720491334933,29,0.8787876124886022,5.272725674931613,23,1.4482728656423471,25.484840762169462,0.12871127797723628,0
5,3.0724582991474434,28,0.8092483210264967,4.046241605132483,15,1.428568877555576,22.65895298874191,0.13097656901684077,0
10,2.3769728648009427,35,1.5837096906290993,15.837096906290993,22,1.7142808163405248,55.429839172018475,0.25081363841925175,0
9,3.3259176771323924,52,1.1555552987654891,10.399997688889401,21,1.5576896116910568,60.088875535805435,0.14836756094499987,2
5,2.33238075793812,27,0.6852790138885752,3.4263950694428758,18,1.1111090535017527,18.50253337499153,0.0939214653752196,2
4,1.5811388300841898,24,0.8275859215220961,3.3103436860883844,14,0.6666655555574075,19.862062116530307,0.17122461437539424,0
7,1.8844151368961313,36,0.9729727100073756,6.810808970051629,9,1.166664398152559,35.02701756026552,0.13523941348844237,0
8,2.5495097567963922,40,0.9696967346189733,7.757573876951787,17,1.3999972000056,38.787869384758935,0.11753896964133745,0
10,2.4,58,1.602209502152071,16.02209502152071,17,1.3793079667104025,92.92815112482012,0.25670752887863874,2
5,2.4819347291981715,31,1.0915489114264396,5.457744557132198,19,0.967740374612299,33.838016254219625,0.23829580520724908,2
8,2.4717149916606487,49,1.4518514216736527,11.614811373389221,17,1.4693853561055412,71.14071966200898,0.2634840688269758,2
6,2.2852182001336816,22,0.6984124766944518,4.190474860166711,22,1.9090857024935386,15.36507448727794,0.08129666460041304,2
4,2.692582403567252,22,0.7652171251418696,3.0608685005674783,21,1.2727249586818934,16.83477675312113,0.14638931215259693,0
7,1.9587584572574415,27,0.9174754163918488,6.422327914742942,22,1.2962929355368338,24.77183624257992,0.12025159138334236,0
4,1.299038105676658,27,0.7105261288089134,2.8421045152356537,20,0.4444437860092059,19.184205477840663,0.12621184493004514,0
10,1.98997487421324,52,1.6666661324788037,16.666661324788038,22,1.1538439349155099,86.6666388888978,0.27777759971518534,5
7,2.2038926600773587,35,0.8305082775065104,5.813557942545573,19,1.1999976000048,29.067789712727862,0.09853485700097582,2
4,3.0,28,0.6588233743945001,2.6352934975780005,23,0.8571416326548106,18.447054483046003,0.10851205966213892,0
9,2.216659704806667,50,1.0180993402060166,9.16289406185415,20,1.2599977320040825,50.90496701030083,0.11516958516976958,2
7,1.8070158058105026,50,1.2867643747297566,9.007350623108296,23,0.699999020001372,64.33821873648783,0.23653750801052306,0
7,2.8996833043120627,41,1.2869951117055702,9.008965781938992,22,1.5365827424197083,52.76679957992838,0.23662234536486187,2
6,2.4776781245530843,37,0.7708331727430889,4.624999036458534,22,1.1351332943784416,28.52082739149429,0.09903063003352947,2
5,3.3105890714493698,26,0.828025214004709,4.140126070023545,15,1.7307659023732647,21.528655564122435,0.13712515100550882,0
9,3.095197394929804,58,1.355843838893648,12.202594550042832,16,1.2413773840695765,78.63894265583158,0.20425694616287382,2
5,2.33238075793812,27,0.5357141794217898,2.678570897108949,12,1.1111090535017527,14.464282844388324,0.05739793640671232,2
7,2.498979383505129,32,1.2444439604940154,8.711107723458108,18,1.3124971289125307,39.82220673580849,0.22123439583000434,1
5,1.16619037896906,39,1.1271673042869061,5.6358365214345305,19,0.3846148915193699,43.95952486718934,0.25410122637068217,2
6,2.5,39,0.7799998440000312,4.679999064000187,17,1.2307673372810197,30.419993916001218,0.10139995944001215,0
4,2.277608394786075,21,0.848484505662826,3.393938022651304,13,1.1428549659905411,17.818174618919347,0.17998148908747252,0
8,2.368411915187052,39,1.1103199685921796,8.882559748737437,21,1.4358944904728401,43.302478775095004,0.15410130408181735,2
7,2.4411439272335804,39,1.483695087724695,10.385865614072866,19,1.2564080013189722,57.864108421263104,0.31447873047691294,0
7,2.9137254363387344,30,1.5217383585385138,10.652168509769597,14,2.0999951000114336,45.652150756155415,0.33081251883535573,2
9,2.3147407395555177,50,1.750972149465006,15.758749345185054,18,1.2599977320040825,87.5486074732503,0.34065594091134477,4
4,1.6583123951777,30,0.5286342680820673,2.114537072328269,14,0.5333326222231703,15.859028042462018,0.06986354734766574,0
5,4.261455150532504,31,1.1313864483991065,5.656932241995532,7,1.4516105619184485,35.0729799003723,0.25600705912422883,2
5,2.638181191654584,24,0.5479450803778355,2.7397254018891775,16,1.4583302951452186,13.150681929068053,0.060048762222054526,2
4,2.345207879911715,20,0.36363629752067317,1.4545451900826927,12,1.1999976000048,7.272725950413463,0.033057839218635886,1
5,0.4898979485566356,12,0.41379296076104805,2.0689648038052404,17,0.4166649305627893,4.965515529132577,0.03424492287507885,0
10,2.6907248094147422,76,1.9191914345476173,19.191914345476174,16,1.0526301939076397,145.8585490256189,0.36832957624409407,2
9,2.165954298846436,58,1.562873830363339,14.06586447327005,20,0.9310330380521824,90.64668216107366,0.27139717884828607,2
5,2.4166091947189146,28,0.7526879697075349,3.7634398485376748,10,1.249997767861129,21.07526315181098,0.1133078359484902,1
4,2.0615528128088303,22,1.047618548753072,4.190474195012288,19,0.9090892562013524,23.047608072567584,0.2743761559228732,0
5,2.4819347291981715,34,1.0828022029292348,5.414011014646174,8,0.8823516436005242,36.81527489959398,0.23449212213368073,0
10,2.7367864366808017,51,1.2200954018910521,12.200954018910522,17,1.3725463283405328,62.22486549644366,0.14886327897156879,2
9,2.1998877636914815,56,1.6744181039945867,15.06976293595128,19,1.1249981919671916,93.76741382369686,0.31151955410942517,0
8,2.436698586202241,46,1.2602736273222939,10.082189018578351,18,1.2173891871492397,57.972586856825515,0.1985362019655115,2
5,2.9257477676655586,24,1.034482312723141,5.1724115636157055,12,1.6666631944516783,24.827575505355384,0.21403073106740372,2
7,2.166535841157586,50,1.4644347175295804,10.251043022707062,22,0.8399988240016464,73.22173587647902,0.30636700598656313,0
7,1.958758457257441,34,1.017093712835214,7.119655989846498,20,1.2352915743997,34.58118623639727,0.1477828029555601,2
4,2.692582403567252,18,0.6728969447114226,2.6915877788456903,12,1.555552098773114,12.112145004805607,0.11319757455049183,0
8,2.4206145913796355,47,1.0930230016225577,8.744184012980462,23,1.1914873336385812,51.372081076260216,0.14933741025949823,2
9,1.9876159799998132,52,1.5145626656613593,13.631063990952233,17,1.0384597411273713,78.75725861439068,0.25487778535724914,2
10,2.5612496949731396,62,1.962024695561805,19.62024695561805,21,1.1290304370476822,121.6455311248319,0.38495409059943936,2
7,2.6418917155581325,34,1.3296084185888866,9.307258930122206,22,1.6470554325329332,45.20668623202214,0.2525512209689199,1
10,2.5317977802344327,53,1.615853165898425,16.15853165898425,21,1.6981100035660313,85.64021779261653,0.2610981453743963,2
10,2.6758176320519302,48,2.1917798211051047,21.917798211051046,22,1.6666631944516783,105.20543141304503,0.48038987842035247,5
10,2.4,72,1.9407002855255293,19.407002855255293,20,0.9722208719154557,139.7304205578381,0.3766317598238871,1
10,2.7640549922170505,56,2.7450966935800523,27.450966935800523,20,1.249997767861129,153.72541484048293,0.7535555857104136,2
5,2.4,31,0.6249998739919609,3.1249993699598044,18,0.967740374612299,19.374996093750788,0.0781249684979934,0
5,1.8330302779823362,24,0.7947017236087008,3.973508618043504,17,0.8333315972258392,19.07284136660882,0.126310165901328,0
8,2.9154759474226504,48,1.1779138213708413,9.42331057096673,22,1.333331111114815,56.539863425800384,0.1734351213220573,2
10,2.0396078054371136,48,1.6382246968516392,16.38224696851639,23,1.249997395838759,78.63478544887869,0.2683780157374645,0
4,3.6742346141747673,24,0.9795914369014543,3.9183657476058174,13,1.4999975000041668,23.510194485634905,0.239899845812664,2
10,2.939387691339814,56,2.213437860301241,22.134378603012408,22,1.428568877555576,123.95252017686948,0.4899307161414935,1
9,2.739739556875101,47,1.3601282237571055,12.241154013813949,18,1.5319119601685869,63.92602651658396,0.20554986500673988,4
8,1.9324531042175384,45,1.0198297972057115,8.158638377645692,20,1.0666647703737415,45.892340874257016,0.13000660190858035,1
5,1.0198039027185568,38,2.3456775643965653,11.728387821982826,12,0.3947363227153649,89.13574744706948,1.1004406472226804,0
10,2.8213471959331766,52,1.293532016534324,12.93532016534324,20,1.5384585798873465,67.26366485978485,0.1673225077799355,2
8,2.341874249399399,35,1.1475406073637353,9.180324858909882,19,1.8285672489891454,40.163921257730735,0.16460618069359131,0
8,2.9154759474226504,32,2.306304644104761,18.450437152838088,19,2.2499943750140625,73.80174861135235,0.6648801389273985,2
7,1.761261143705422,24,0.7813950944295042,5.469765661006529,16,1.4583290798735171,18.7534822663081,0.08722547051407052,2
10,2.1656407827707715,39,1.0743798693168405,10.743798693168404,21,1.2820479947487313,41.90081490335678,0.11542921035932711,2
9,2.4037008503093262,51,1.7386357709196236,15.647721938276613,14,1.4117622145372686,88.6704243169008,0.33587270488014154,0
6,2.7688746209726918,36,0.9773753002600993,5.864251801560596,18,1.333331111114815,35.18551080936358,0.1592104129264199,2
4,3.2015621187164243,26,0.4279834686446965,1.711933874578786,6,1.2307673372810197,11.127570184762108,0.045792462358286476,0
7,3.6922422809485957,30,0.8713690415110666,6.099583290577467,17,2.0999951000114336,26.141071245332,0.10846914378627356,0
4,3.082207001484488,16,0.4885494691452002,1.9541978765808008,16,1.9999950000125002,7.816791506323203,0.05967014595051423,2
4,0.82915619758885,21,0.6719997849600688,2.6879991398402754,23,0.3809516553301803,14.111995484161445,0.1128959277465947,0
8,2.537222891273055,34,1.0342202177276902,8.273761741821522,14,1.6470549481060046,35.16348740274147,0.13370143234458887,2
6,1.9148542155126762,42,1.0815447858682954,6.489268715209772,18,0.8571416326548106,45.424881006468404,0.19495652063981617,2
8,2.8476964374736293,31,1.0420164564650567,8.336131651720454,22,2.0645108012624482,32.30251015041676,0.13572478694299916,0
4,3.2015621187164243,18,0.6923074260356054,2.7692297041424214,22,1.7777738271692731,12.461533668640897,0.11982239303601129,2
5,1.9390719429665317,19,0.6050953486957489,3.0254767434787446,18,1.3157860110894446,11.496811625219229,0.07322807620264597,0
10,2.615339366124404,56,1.5954411408999596,15.954411408999595,16,1.607139987250023,89.34470389039774,0.25454324340761647,5
5,1.9390719429665317,21,0.8749996354168186,4.374998177084093,14,1.1904733560158192,18.374992343753192,0.1531248723959131,0
6,2.4094720491334933,29,0.7102039077051654,4.261223446230993,14,1.6551689893055397,20.595913323449796,0.08406493175328117,0
9,3.4889596595794625,47,2.023922573430471,18.21530316087424,19,1.7234009551896603,95.12436095123213,0.4551402870268244,2
9,2.7932900199947857,58,1.5722887304036575,14.150598573632918,17,1.2413773840695765,91.19274636341213,0.2746768724171495,2
9,1.4487116456005886,55,1.9879510886923775,17.8915597982314,20,0.6545443834728272,109.33730987808076,0.4391055034481343,1
8,2.6190408549696205,47,1.1157267381064122,8.925813904851298,19,1.1914873336385812,52.43915669100137,0.15560576926569683,1
7,2.5872528966106905,36,1.241378882283144,8.689652175982008,19,1.361108464511319,44.68963976219318,0.220145932768364,0
10,2.0615528128088303,65,1.780821429911937,17.80821429911937,18,0.9230755029607647,115.7533929442759,0.31713249652335956,0
7,3.2450904833144416,39,1.014869624383369,7.104087370683583,17,1.6153817159815356,39.579915350951396,0.14713719349943435,0
7,2.1189138534559038,54,1.6434777606806816,11.504344324764771,18,0.9074062311400708,88.7477990767568,0.385859878550284,2
10,3.0805843601498726,49,1.3387974484159975,13.387974484159974,21,1.8367309454470502,65.60107497238387,0.17923786078851855,2
5,1.8330302779823362,26,0.9999996153847633,4.999998076923816,9,0.7692292899436732,25.999990000003848,0.19999984615393493,0
6,3.253203549323856,33,1.3749994270835721,8.249996562501433,12,1.4545428099221638,45.37498109375788,0.31510390408002525,2
9,2.249828525701843,61,1.6437121319338563,14.793409187404707,14,1.180326127387681,100.26644004796523,0.30019884140739367,5
5,2.785677655436824,29,0.7397957296439464,3.6989786482197315,23,1.206894470871602,21.454076159674443,0.1094595443198838,1
6,2.692582403567252,33,0.9611647685927857,5.766988611556714,16,1.2727249586818934,31.718437363561925,0.15397295206400388,2
4,2.384848003542364,29,0.7581697364262127,3.0326789457048506,13,0.8275850653999098,21.986922356360168,0.1437053373081482,0
7,1.5518257844571737,50,1.7499993875002142,12.2499957125015,18,0.699999020001372,87.4999693750107,0.43749969375016073,0
10,2.04939015319192,70,1.508620364521473,15.08620364521473,18,0.8571416326548106,105.60342551650311,0.22759354042489024,5
8,2.912795049432761,35,1.0566034546102778,8.452827636882223,21,2.0571381551127885,36.981120911359724,0.13955135753679668,2
7,2.531435020952764,36,1.1999996000001334,8.399997200000934,19,1.5555525308700788,43.1999856000048,0.20571414857149717,2
10,1.8973665961010275,60,1.7142852244899358,17.14285224489936,22,0.9999983333361112,102.85711346939615,0.2938773830904509,2
8,2.2325713874364688,35,1.133602871707572,9.068822973660575,10,1.5999963428655022,39.676100509765014,0.1606319338429567,5
10,3.1368774282716245,44,1.1640208560791385,11.640208560791386,19,1.8181776859598047,51.21691766748209,0.13549445533872106,2
8,1.7853571071357126,34,1.1380749328619473,9.104599462895578,16,1.1764678200757175,38.69454771730621,0.16190181910109072,0
4,2.7726341266023544,17,0.6238529820723001,2.4954119282892004,8,1.4117613840908612,10.605500695229102,0.0972981358101254,0
5,1.3564659966250536,18,0.4891303018667658,2.445651509333829,18,1.1111080246999314,8.804345433601785,0.047849690440854686,0
5,2.0976176963403033,20,0.48309167075080417,2.415458353754021,19,1.499996250009375,9.661833415016083,0.04667551246976067,0
6,1.699673171197595,34,0.8644065598966372,5.186439359379823,22,0.8823513840857928,29.389823036485662,0.12453311679872311,2
10,2.1470910553583886,43,1.155913667765143,11.559136677651429,18,1.3953455922195532,49.704287713901145,0.13361364073262652,4
8,2.449489742783178,44,0.9513511456538063,7.61080916523045,23,1.090907107441623,41.85945040876748,0.11313362529210122,2
8,2.368411915187052,49,1.8937190748911787,15.14975259912943,20,1.3061203165382589,92.79223466966776,0.44827149182583775,5
8,3.4798527267687636,47,1.781989845691054,14.255918765528431,22,1.5319122861067471,83.75352274747954,0.3969359762682533,2
10,1.7,59,1.3981039340985937,13.981039340985937,14,1.016947428902663,82.48813211181702,0.1954694610541965,2
6,2.1147629234082532,31,1.0628567784491045,6.377140670694628,19,0.9677400624385889,32.94856013192224,0.18827742191586816,0
5,2.33238075793812,27,0.7458561475535502,3.729280737767751,18,1.1111090535017527,20.138115983945855,0.11126027856868467,0
6,2.808716591058786,40,1.1111108024692213,6.666664814815328,14,1.1999982000027,44.44443209876886,0.20576120256063285,2
4,1.6393596310755,31,1.2277222860505799,4.9108891442023195,10,0.516128366285979,38.05939086756798,0.37682550291631545,2
4,2.165063509461097,23,0.5786162066374323,2.314464826549729,12,1.0434764461279198,13.308172752660942,0.08369917864587294,0
8,2.7271780286589284,38,1.0033000651352963,8.02640052108237,16,1.4736811080397727,38.125402475141264,0.12582637758756124,0
7,2.2314999074019015,34,0.9118771500712624,6.383140050498836,21,1.4411735034663167,31.00382310242292,0.11878856240315534,2
5,2.4000000000000004,26,0.726256780375201,3.6312839018760052,22,1.1538439349155099,18.882676289755228,0.1054897822081906,5
9,2.23330569358242,44,1.294117266436098,11.647055397924882,14,1.431815253105164,56.94115972318831,0.18608216658755986,2
7,2.356060357495806,43,1.0827335403188927,7.579134782232249,16,1.1395330286671626,46.55754223371238,0.16747313133306901,0
6,1.3743685418725535,32,1.084745395001561,6.5084723700093665,16,0.7499985937526368,34.711852640049955,0.19611209532951546,0
9,2.23330569358242,53,1.6914888218652697,15.223399396787428,21,0.8490551619818004,89.64890755885929,0.3179038260550176,1
4,2.947456530637899,19,0.8837205191997586,3.5348820767990343,19,1.4736811080397727,16.790689864795414,0.19524048901367272,0
9,1.4487116456005886,44,1.5230763958581706,13.707687562723535,20,1.0227251807894029,67.01536141775951,0.25775130084670167,0
6,1.462494064565354,41,0.8310809126187338,4.986485475712403,15,0.5853649970268336,34.074317417368086,0.11511591388653125,1
6,2.1921577396609844,35,1.399999440000224,8.399996640001344,15,1.0285696653091454,48.99998040000784,0.3266664053334901,1
8,2.7271780286589284,38,1.0446732523235045,8.357386018588036,22,1.4736811080397727,39.69758358829317,0.13641777551502107,2
10,3.1,57,1.3043475276092613,13.043475276092613,20,1.57894459834281,74.3478090737279,0.17013224727803924,2
8,2.1065374432940898,58,2.071427831632917,16.571422653063337,23,0.8275850653999098,120.14281423470919,0.5363516577079311,2
5,2.3151673805580453,24,0.8888885596709039,4.444442798354519,17,1.249997395838759,21.33332543210169,0.1580245743027628,0
6,1.3437096247164249,29,0.5723683080852023,3.4342098485112142,12,0.6206883709895773,16.598680934470867,0.05460091335005284,0
8,2.449489742783178,48,2.559998634667395,20.47998907733916,12,1.1666647222254631,122.87993446403496,0.8191991261873657,2
9,2.23330569358242,53,1.6795769325284369,15.116192392755933,21,1.0188661943781605,89.01757742400716,0.31344207469795926,4
5,2.9933259094191533,31,0.8423910754372077,4.2119553771860385,18,1.2903204994830655,26.11412333855344,0.1419245447952511,2
4,1.4142135623730951,28,1.4545446989378188,5.818178795751275,17,0.571427755103207,40.72725157025893,0.5289250703020275,2
7,2.249716535431946,44,1.0301000932876034,7.210700653013224,16,1.1136345919449675,45.32440410465455,0.15158660031301846,1
4,2.958039891549808,22,0.7652171251418696,3.0608685005674783,15,1.4545428099221638,16.83477675312113,0.14638931215259693,0
4,2.9154759474226504,24,0.7441858157563361,2.9767432630253445,18,1.333331111114815,17.860459578152067,0.13845313209323087,0
7,1.8070158058105026,34,0.9370076157853027,6.559053310497118,12,1.2352915743997,31.85825893670029,0.12542618171995104,2
9,3.0711722135745005,44,1.5652168345078454,14.086951510570609,19,1.8409053254209253,68.8695407183452,0.2722115265585289,2
10,2.3151673805580453,42,1.3592228610929253,13.592228610929254,20,1.6666626984221466,57.087360165902865,0.18474867861176378,2
8,2.341874249399399,45,2.292992462169446,18.34393969735557,17,1.4222196938316556,103.18466079762509,0.6572268039457374,4
9,2.7666443551086073,53,1.5436888707702316,13.893199836932085,13,1.3584882591708807,81.81551015082228,0.26477503663776364,5
6,1.6749792701868151,31,0.9893613863740257,5.936168318244154,18,0.9677400624385889,30.670202977594798,0.1631393254746557,0
9,3.224137361899313,56,1.7439440935814239,15.695496842232815,16,1.285712219391076,97.66086924055973,0.3379267779486149,2
7,2.849991049037143,34,0.8623186218757117,6.036230353129982,23,1.6470554325329332,29.3188331437742,0.10622762937623238,2
10,2.692582403567252,45,1.311952970276102,13.11952970276102,19,1.7777738271692731,59.03788366242458,0.17212205962162866,2
5,2.3151673805580453,26,0.7142855180534291,3.5714275902671453,20,1.1538439349155099,18.571423469389156,0.10204076026017112,0
7,1.8516401995451028,21,0.8909087129478187,6.236360990634731,19,1.9999933333555555,18.70908297190419,0.11338833354376268,5
5,2.4,19,0.4279278315477857,2.1396391577389284,20,1.5789432133073333,8.130628799407928,0.036624445802638,0
5,1.8973665961010275,25,0.6443297308428528,3.221648654214264,17,0.9999980000040001,16.10824327107132,0.08303216040960465,0
6,2.748737083745107,34,1.1590905139464158,6.9545430836784945,21,1.23529193772011,39.40907747417814,0.22391513658676104,0
4,1.0,28,0.933333022222326,3.733332088889304,8,0.2857138775516035,26.133324622225125,0.2177776325926652,0
5,3.1874754901018454,34,0.8629439434152427,4.314719717076214,13,1.1764688581340323,29.340094076118252,0.14893444989540994,2
10,2.1354156504062622,72,2.801555330134113,28.01555330134113,21,0.8333321759275335,201.71198376965614,0.7848712267802859,2
8,2.8722813232690143,40,1.1552343233980293,9.241874587184235,20,1.5999968000064002,46.209372935921174,0.16682079274461284,1
4,1.224744871391589,32,0.6632122977798346,2.6528491911193384,11,0.37499953125058594,21.222793528954707,0.109962637981602,0
8,3.295356581616017,47,2.3354025662595945,18.683220530076756,19,1.5319122861067471,109.76392061420094,0.6817631433114875,2
8,2.7271780286589284,46,1.3939389715336448,11.151511772269158,16,1.3913019281705599,64.12119269054766,0.24288323204503443,2
